Lambda,Absorption
653.2776454146342,0.025496689562766982
652.4481780839147,0.023400520414876134
651.618517052238,0.021654180364742277
650.9269850708654,0.023343602553976012
650.0969695605369,0.024700893122537357
649.2667610472854,0.024797421454435847
648.4363597775863,0.02075466466464824
647.6057659979717,0.01594507251658262
646.774979955031,0.013462534349337515
646.0825115627033,0.01267244543418045
645.2513736776352,0.01040035888987095
644.4200442282205,0.006025517884573821
643.5885234612674,0.003002601233605751
642.7568116236404,0.0034054890981420755
642.0635726469928,0.004860561208859973
641.2315111544808,0.0039037231321889005
640.3992592910525,0.0005106170101156913
639.5668173037893,-0.0007438575879013682
638.7341854398298,0.001608267757351439
638.0401806868348,0.003993424283690592
637.2072013576577,0.0030912998692509473
636.3740328523146,-0.0002511143472854114
635.5406754181593,-0.0014331818214946986
634.7071293026015,0.0013631043517285035
633.8733947531074,0.0036535001716150165
633.178472197845,0.0021737658606948668
632.3443928290436,-0.0027326332010432514
631.5101257277626,-0.002377894177633987
630.6756711416821,0.0011633931922269702
629.8410293185378,0.0035438382837055275
629.1453516163722,-0.00018911727229353994
628.310367168886,-0.002205266028173664
627.4751961865554,-0.0011082881983036537
626.6398389173283,0.0012770196338995365
625.8042956092085,0.002594689585819027
624.9685665102546,-9.749335577626446e-05
624.2719838499064,-0.0027131274556826857
623.4359147788706,0.00012958906548935875
622.5996606201336,0.0031141712023462997
621.763221621965,0.003593206781965025
620.92659803269,0.0002035811857515994
620.2292708803906,-0.0013941123880264546
619.3923095192231,0.0008281091486577031
618.555164270833,0.0034477061986209197
617.7178353837548,0.002439365547852207
616.8803231065779,-1.8029121031350215e-05
616.1822562986534,-0.0014862203239699595
615.3444084521161,0.0004859380530177338
614.5063779201103,0.0037373903917271674
613.6681649514334,0.002184392993542939
612.829769794937,-0.0008627460441313947
611.9911926995266,-0.00033995099299387744
611.2922396518464,0.0019649910198480535
610.453329648402,0.005081424545831253
609.614238411569,0.0025954074816068153
608.7749661904594,0.0005555391502480185
607.9355132342388,0.0008331761380511834
607.2358312223103,0.002764247699845853
606.3960475657041,0.004067199530099728
605.5560838802483,0.0022848803485609913
604.7159404153142,-6.786216646046834e-05
603.8756174203262,0.00012345130612468746
603.1752112968071,0.002707482148587378
602.3345598113751,0.0035618899564261574
601.4937295028813,0.0018543399263408898
600.6527206209541,0.0002080984660806328
599.8115334152752,0.001808933606789332
598.9701681355789,0.0027465707027116886
598.2688945539428,0.003664612318626441
597.427203454006,0.0004612190071798499
596.5853349879194,0.0003326436094217452
595.7432894056199,0.0018079207934210643
594.9010669570964,0.0030773102113208707
594.1990799909084,0.0025059460969866247
593.3565339370934,-8.809534293206052e-05
592.5138117256427,-0.0001714422747893183
591.6709136067459,0.0009507783573933788
590.8278398306458,0.0024815042662038383
590.1251443485498,-0.00018624424245723315
589.2817491843515,-0.0022660449842821524
588.4381790722526,-0.0012877541551889076
587.5944342626951,0.001210764366741984
586.7505150061729,0.003195755278917458
585.9064215532313,0.0004404994998023304
585.2028774565293,-0.00030167816031756304
584.3584652943796,-0.00036812351594962193
583.5138796459701,0.0020411296746866304
582.669120762044,0.005044340286713991
581.8241888933966,0.001992717117682293
581.1199470427216,-0.0009666903231491573
580.2746986869578,5.234436273811093e-05
579.4292780573364,0.0023708277259680438
578.5836854048486,0.0031049525122358915
577.7379209805364,8.535707023760541e-05
576.8919850354937,-0.0005126192467063877
576.1869075730307,0.001161303130897037
575.3406578256286,0.002380672213556244
574.4942372692033,0.0019763407670176586
573.6476461550423,-0.0005468194809451198
572.8008847344847,-0.000563643414241052
572.0951203035529,0.0015813724975322348
571.2480473075519,0.0033517524311318446
570.4008047175552,0.003285592961517195
569.553392785095,0.001714284774262814
568.705811761753,0.0022304332043085757
567.9993652571953,0.003231756566479946
567.1514748874869,0.005028288798309142
566.3034161399862,0.003679892710543093
565.4551892664683,0.002131298999656144
564.606794518757,0.0018729550655313077
563.7582321487272,0.0030880753206446953
563.050968977291,0.004808632318018873
562.2020999540148,0.005297578758549837
561.3530640223331,0.00254247896711236
560.5038614343109,0.0032645106792614288
559.6544924420618,0.005236168163688758
558.9465580161034,0.008289797065527413
558.0968846043992,0.00674898545306779
557.2470455030593,0.006884772161567438
556.3970409643871,0.0088948439557529
555.5468712407345,0.012132809440949271
554.8382704701465,0.012067634440107855
553.9877985629406,0.015293071914643729
553.1371621860184,0.016059784708931372
552.2863615919192,0.018637834230265084
551.4353970332318,0.02280699593280347
550.5842687625931,0.026427288693083632
549.8748703282857,0.028052983536622927
549.0234425753861,0.02878465354248074
548.1718518266041,0.032480347972523055
547.3200983347631,0.032887411116668264
546.4681823527343,0.032943323835655576
545.7581284257288,0.03032991109711681
544.9059152019455,0.02880298694419614
